'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'2nd phase - general contingent',1,'Basic Education',1,'Secondary education',140,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Armed Forces Professions',1.4368421052631577,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.0,0.7692307692307693,3.443708609271523,0.0,0.0,1.3043478260869565,1.3636363636363635,1.0,3.2980768469674575,0.0,2.9651162790697674,5.0,1.558784676354029,Dropout
single,'1st phase - general contingent',2,'Animation and Multimedia Design',1,'Secondary education',152,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.9842105263157888,1,0,0,1,0,1,0.660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',1,'Animation and Multimedia Design',1,'Secondary education',169,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',4.2631578947368425,1,0,0,1,0,1,0.09433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',6,Nursing,1,'Secondary education',149,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Unskilled Workers',2.0,1,0,0,1,0,1,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.708609271523179,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.7692306822485233,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',4,'Journalism and Communication',1,'Secondary education',137,Portuguese,'Higher Education - Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Intermediate Level Technicians and Professions',2.357894736842106,1,1,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.1111111111111112,1.153846153846154,3.330179867549669,0.0,0.0,1.3043478260869565,1.6666666666666665,1.5,3.3846154218934905,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Enrolled
single,'1st phase - general contingent',4,'Journalism and Communication',1,'Secondary education',122,Portuguese,'Specialized higher studies course','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Intermediate Level Technicians and Professions',1.294736842105263,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,0.7692307692307693,3.178807947019868,0.0,0.0,1.3043478260869565,1.6666666666666665,0.75,3.051281891124264,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'Over 23 years old',1,'Social Service (evening attendance)',0,'Secondary education',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',2.0526315789473686,0,0,0,1,0,1,1.6981132075471697,0.5,1.5384615384615385,0.888888888888889,1.5384615384615385,3.609271523178808,0.0,0.2631578947368421,1.5217391304347827,1.0606060606060606,1.75,3.7692306822485233,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'2nd phase - general contingent',6,Management,1,'Secondary education',145,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.9473684210526314,1,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,0.7777777777777778,0.7692307692307693,3.3112582781456954,0.0,0.0,1.0869565217391304,1.2121212121212122,1.0,2.692307630177517,0.41666666666666663,0.0,3.777777777777778,2.892998678996037,Graduate
single,'Holders of other higher courses',1,'Basic Education',1,'Higher education - degree',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.8421052631578947,0,0,0,1,0,0,1.0377358490566038,3.5,2.884615384615384,2.7777777777777777,2.692307692307692,3.2923366887417216,0.41666666666666663,2.1052631578947367,3.0434782608695654,3.333333333333333,2.75,3.206293656777839,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'Change of course',1,Nursing,1,'Secondary education',157,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Higher Education - Degree','Personal Services; Security and Safety Workers and Sellers','Specialists in Intellectual and Scientific Activities',2.4421052631578952,0,0,0,1,0,0,0.3773584905660377,0.75,1.346153846153846,0.888888888888889,1.346153846153846,3.5463576158940397,0.0,0.5263157894736842,1.7391304347826086,1.2121212121212122,2.0,4.280769131982251,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'3rd phase - general contingent',2,Nursing,1,'Secondary education',135,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.78421052631579,1,0,0,1,0,1,0.18867924528301885,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.35055178807947,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.286111154935897,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - special contingent (Azores Island)',2,'Social Service',1,'Secondary education',123,Portuguese,'Higher education - degree (1st cycle)','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Unskilled Workers',1.2157894736842103,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.708609271523179,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.5897434171597675,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',139,Portuguese,'Higher Education - Degree','Higher Education - Master','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',1.8736842105263154,0,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,1.3333333333333333,0.9615384615384616,3.390728476821192,0.8333333333333333,0.0,1.0869565217391304,1.5151515151515151,1.25,3.192307657100593,0.41666666666666663,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',1,Tourism,1,'Secondary education',136,Portuguese,'Other - 11th Year of Schooling','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',1.4210526315789473,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.002207417218543,0.0,0.0,1.3043478260869565,1.6666666666666665,1.5,2.9166665096153883,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',2,Nursing,1,'Secondary education',135,Portuguese,'Higher Education - Degree','Higher Education - Degree','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',1.4736842105263157,1,0,0,0,0,0,0.18867924528301885,0.0,1.346153846153846,0.0,0.0,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.0,2.9651162790697674,5.0,1.558784676354029,Dropout
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',126,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Armed Forces Professions',1.668421052631579,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.7527594701986757,0.0,0.0,1.3043478260869565,1.3636363636363635,1.5,3.4999999192307714,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',122,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.6631578947368417,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.3995584105960264,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.7243587986686433,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Basic Education',1,'Secondary education',125,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.6000000000000003,0,0,1,0,0,0,0.18867924528301885,0.0,1.346153846153846,1.222222222222222,0.7692307692307693,3.178807947019868,0.0,0.0,1.5217391304347827,1.3636363636363635,1.5,3.1858972726331403,0.0,5.0,1.2222222222222223,2.0739762219286657,Dropout
single,'1st phase - general contingent',3,'Journalism and Communication',1,'Secondary education',134,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.163157894736842,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.443708609271523,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.538461418343198,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'2nd phase - general contingent',5,Nursing,1,'Secondary education',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Administrative staff',1.7789473684210533,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.547019867549669,0.0,0.0,1.7391304347826086,1.5151515151515151,1.75,3.434615343816569,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'2nd phase - general contingent',4,'Advertising and Marketing Management',1,'Secondary education',110,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',0.8473684210526312,1,0,0,0,0,0,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.2671080794701983,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,3.6615383770414223,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Communication Design',1,'Secondary education',131,Portuguese,'Higher Education - Degree','Higher Education - Degree','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',2.1526315789473687,0,0,0,1,0,1,0.3773584905660377,0.25,1.153846153846154,0.888888888888889,1.153846153846154,3.330179867549669,0.41666666666666663,0.0,1.3043478260869565,1.2121212121212122,1.5,3.1298076200813627,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - special contingent (Azores Island)',5,Tourism,1,'Secondary education',122,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.294736842105263,1,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.2671080794701983,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.4551280356508918,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'2nd phase - general contingent',2,'Basic Education',1,'Secondary education',123,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Unskilled Workers',1.142105263157895,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.443708609271523,0.0,0.0,1.3043478260869565,1.2121212121212122,1.0,2.8942307024408302,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',146,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.6315789473684212,0,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,0.7777777777777778,0.576923076923077,3.2671080794701983,0.0,0.0,1.0869565217391304,1.0606060606060606,1.0,2.7596153209319545,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'1st phase - general contingent',4,'Journalism and Communication',1,'Secondary education',137,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.',Student,'Other Situation',2.0631578947368414,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.48785880794702,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,3.823076834852073,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'1st phase - general contingent',1,Management,1,'Secondary education',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',1.4736842105263157,0,0,0,1,0,1,0.09433962264150943,0.0,0.9615384615384616,0.7777777777777778,0.9615384615384616,3.5320087417218544,0.0,0.0,1.0869565217391304,0.9090909090909092,1.25,3.6615383770414223,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',2,'Veterinary Nursing',1,'Secondary education',127,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.5210526315789477,1,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,1.0,0.7692307692307693,3.443708609271523,0.0,0.0,1.0869565217391304,1.2121212121212122,1.25,3.538461418343198,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
married,'Over 23 years old',1,'Oral Hygiene',1,'Secondary education',160,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.3157894736842104,0,0,0,1,0,0,1.320754716981132,0.0,1.346153846153846,2.3333333333333335,0.9615384615384616,2.8874172185430464,1.25,0.0,1.7391304347826086,3.1818181818181817,0.75,3.149999927307694,0.41666666666666663,2.9651162790697674,5.0,1.558784676354029,Dropout
single,Transfer,1,Management,1,'Secondary education',139,Portuguese,'Higher Education - Degree','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Personal Services; Security and Safety Workers and Sellers',0.9105263157894736,1,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,0.888888888888889,0.38461538461538464,3.0463576158940397,0.0,0.0,1.0869565217391304,1.5151515151515151,0.75,2.923076894082841,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Enrolled
single,'1st phase - special contingent (Madeira Island)',1,'Veterinary Nursing',1,'Secondary education',138,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.4736842105263157,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,4.200567682119206,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,4.307692208284026,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'2nd phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',137,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.',Student,'Other Situation',1.4368421052631577,0,0,0,1,0,1,0.18867924528301885,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,3.337748344370861,0.0,0.0,1.0869565217391304,1.3636363636363635,0.75,3.4999999192307714,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'2nd phase - general contingent',1,'Social Service',1,'Secondary education',127,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.463157894736842,0,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.708609271523179,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.923076947928994,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
'facto union','Holders of other higher courses',1,Equinculture,1,'Higher education - degree',160,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',3.4210526315789473,0,0,0,0,0,0,0.9433962264150944,0.25,0.9615384615384616,0.888888888888889,0.576923076923077,3.8852098013245033,0.8333333333333333,0.0,1.0869565217391304,1.0606060606060606,0.5,3.4999999192307714,0.8333333333333333,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'2nd phase - general contingent',2,'Journalism and Communication',1,'Secondary education',132,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.321052631578947,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.6203091390728477,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.7692306822485233,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Social Service (evening attendance)',0,'Secondary education',126,Portuguese,Unknown,Unknown,Student,Student,2.4947368421052634,0,0,0,1,0,0,1.4150943396226414,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',133,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Installation and Machine Operators and Assembly Workers','Skilled Workers in Industry; Construction and Craftsmen',1.6999999999999997,1,0,0,1,0,0,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.345316821192053,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.399999806153851,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',3,Nursing,1,'Secondary education',140,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.6052631578947367,1,0,0,1,0,1,0.18867924528301885,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.770293245033112,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.8319229500325473,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',2,'Journalism and Communication',1,'Secondary education',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',2.2315789473684213,0,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.9735099337748343,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.7692306822485233,0.0,4.593023255813954,3.9999999999999996,0.0,Enrolled
single,'2nd phase - general contingent',2,Tourism,1,'Secondary education',129,Portuguese,'Other - 11th Year of Schooling','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.4210526315789473,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.6666666666666665,0.38461538461538464,2.6490066225165565,0.0,0.0,1.3043478260869565,1.8181818181818183,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'2nd phase - general contingent',3,'Advertising and Marketing Management',1,'Secondary education',110,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',0.6578947368421052,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,1.222222222222222,0.7692307692307693,3.2450331125827816,0.0,0.0,1.3043478260869565,1.5151515151515151,1.0,2.9615383931952683,0.0,2.9651162790697674,5.0,1.558784676354029,Dropout
single,'Over 23 years old',1,'Journalism and Communication',1,'Basic education 3rd cycle (9th/10th/11th year) or equivalent',133.1,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled construction workers and the like; except electricians','Farmers; livestock keepers; fishermen; hunters and gatherers; subsistence',0.4736842105263158,0,0,1,0,0,1,0.660377358490566,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.576158940397351,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.4999999192307714,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',2,'Social Service',1,'Secondary education',132,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',2.0052631578947366,1,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.2317880794701987,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.096153774704144,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'2nd phase - general contingent',2,Tourism,1,'Secondary education',115,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',0.963157894736842,1,0,1,1,0,0,0.3773584905660377,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'Technological specialization diploma holders',1,'Communication Design',1,'Technological specialization course',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Armed Forces Professions',1.8421052631578947,1,0,0,1,0,0,0.18867924528301885,0.5,1.346153846153846,1.222222222222222,1.153846153846154,3.178807947019868,0.0,1.3157894736842104,1.9565217391304348,1.3636363636363635,2.0,3.4326922284763333,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
single,'1st phase - general contingent',3,Nursing,1,'Secondary education',140,Spanish,'Higher Education - Bachelor Degree','Higher Education - Degree','Personal Services; Security and Safety Workers and Sellers','Specialists in Intellectual and Scientific Activities',1.5421052631578946,1,0,0,1,0,0,0.18867924528301885,0.0,1.346153846153846,1.0,0.9615384615384616,3.2635761589403973,0.0,0.0,1.5217391304347827,1.3636363636363635,1.25,3.2038460799112443,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Enrolled
single,'Over 23 years old',1,'Oral Hygiene',1,'Secondary education',140,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Installation and Machine Operators and Assembly Workers',0.5263157894736842,1,0,0,1,0,1,1.792452830188679,0.0,1.346153846153846,1.222222222222222,1.153846153846154,3.271523178807947,0.0,0.0,1.5217391304347827,1.8181818181818183,1.25,3.3653845377218956,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'Over 23 years old',1,'Veterinary Nursing',1,'Other - 11th year of schooling',133.1,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Armed Forces Professions','Unskilled Workers',2.578947368421053,0,0,0,1,1,0,3.2075471698113205,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'1st phase - general contingent',3,'Advertising and Marketing Management',1,'Secondary education',121,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',0.8894736842105266,1,0,0,1,1,1,0.2830188679245283,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.002207417218543,0.0,0.0,1.3043478260869565,1.5151515151515151,1.0,2.8461538958579875,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Enrolled
single,'Over 23 years old',1,'Social Service (evening attendance)',0,'Basic education 2nd cycle (6th/7th/8th year) or equivalent',133.1,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',0.6578947368421052,0,0,1,0,1,0,1.1320754716981132,0.0,1.153846153846154,0.6666666666666666,0.0,0.0,0.0,0.0,1.0869565217391304,0.7575757575757576,0.0,0.0,0.0,0.7558139534883725,2.4444444444444446,5.0,Dropout
single,'Technological specialization diploma holders',1,'Social Service',1,'Technological specialization course',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.7052631578947373,0,0,1,0,1,0,0.9433962264150944,0.75,1.153846153846154,0.888888888888889,0.9615384615384616,3.072847682119205,0.0,0.5263157894736842,1.3043478260869565,1.3636363636363635,1.25,3.23076915621302,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Dropout
single,'Over 23 years old',1,'Informatics Engineering',1,'Secondary education',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Administrative staff',2.8421052631578947,1,0,0,1,1,0,1.5094339622641508,0.0,0.9615384615384616,1.1111111111111112,0.7692307692307693,3.178807947019868,0.0,0.0,1.0869565217391304,1.2121212121212122,0.75,3.679487184319527,0.41666666666666663,0.0,3.777777777777778,2.892998678996037,Enrolled
married,'Ordinance No. 612/93',1,Management,1,'Higher education - bachelor degree',120,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',1.3157894736842104,0,0,0,0,1,0,3.7735849056603774,3.0,2.884615384615384,1.8888888888888888,2.307692307692308,3.1125827814569536,0.0,2.3684210526315788,3.0434782608695654,2.4242424242424243,2.25,3.2905981548323506,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
